time,latitude,longitude,average_temperature,temperature_RMS,average_conductivity,conductivity_RMS
2023-06-13 11:14:46,49.358333587646484,-0.3388659954071045,16.649991989135742,16.6500301361084,53578.890625,53578.921875
2023-06-13 11:21:05,49.35914993286133,-0.3400658369064331,16.644655227661133,16.644681930541992,53569.4453125,53569.4765625
2023-06-13 11:27:35,49.359893798828125,-0.34115490317344666,16.632047653198242,16.632057189941406,53537.22265625,53537.2578125
2023-06-13 11:33:37,49.36056900024414,-0.3421793580055237,16.657739639282227,16.65774917602539,53582.22265625,53582.234375
2023-06-13 11:39:38,49.361141204833984,-0.3430645763874054,16.685867309570312,16.68587303161621,53625.5546875,53625.55859375
2023-06-13 11:45:57,49.3618278503418,-0.3440312445163727,16.69411849975586,16.69412612915039,53645.5546875,53645.56640625
2023-06-13 11:52:16,49.36243438720703,-0.34484633803367615,16.725162506103516,16.725175857543945,53678.33203125,53678.33984375
2023-06-13 11:58:35,49.36304473876953,-0.3455793261528015,16.73291015625,16.732921600341797,53671.66796875,53671.68359375
2023-06-13 12:04:50,49.36357116699219,-0.34619784355163574,16.755226135253906,16.75524139404297,53690.0,53690.0390625
2023-06-13 12:10:52,49.36369323730469,-0.3463400602340698,16.844890594482422,16.845474243164062,53805.5546875,53805.8203125
2023-06-13 12:16:53,49.36369323730469,-0.3463400602340698,17.135671615600586,17.13571548461914,54135.0,54135.01953125
2023-06-13 12:22:55,49.36369323730469,-0.3463400602340698,17.10128402709961,17.101303100585938,54096.66796875,54096.671875
2023-06-13 12:28:56,49.36533737182617,-0.347185343503952,17.144390106201172,17.1444091796875,54132.77734375,54132.78515625
2023-06-13 12:34:57,49.365684509277344,-0.3471713066101074,17.163288116455078,17.163293838500977,54152.77734375,54152.78515625
2023-06-13 12:40:59,49.36602020263672,-0.34701046347618103,17.1269588470459,17.12696647644043,54113.890625,54113.89453125
2023-06-13 12:47:17,49.36609649658203,-0.3468863070011139,17.11920928955078,17.119224548339844,54107.22265625,54107.234375
2023-06-13 12:53:47,49.36637496948242,-0.3462866246700287,17.095956802368164,17.095966339111328,54102.77734375,54102.78515625
2023-06-13 12:59:49,49.36631774902344,-0.3457585573196411,17.091596603393555,17.09160804748535,54101.109375,54101.1171875
2023-06-13 13:05:50,49.36613464355469,-0.34499379992485046,17.1269588470459,17.12696647644043,54152.77734375,54152.78515625
